"Turbine_ID","Previous_Over_current_Trips","Lubrication_Type","New_Seal","Planned_shutdowns","Average_RPM","Asset_Age_Score","Average_Vibration_Score","Torque_rating","Bearing_Weight_Score","Insulation_Rating","Fatigue_Score","Asset_Failure","Inspection_in_last_6 Months","Minor_Component_Failure_Last_6_months","Major_Component _Failure_Last_6_months","Proactive_Part_Replacement_Last_6_months","Inspection_Last_3_months","Proactive_Asset_Replacement_Last_3 months"
"1468","0","0","0","0","0","9","36","0","0","0","2.0","0","0","0","0","0","0","0"
"1533","0","0","2","3","2577","0","18","6","0","9","0.0","0","0","0","0","0","1","0"
"1790","0","0","1","2","6648","168","540","3","48","149","5.196152","0","0","0","0","0","0","0"
"2105","0","0","0","0","3778","263","356","0","117","61","0.0","0","0","0","0","0","0","0"
"263","3","0","1","5","6201","389","798","6","215","120","19.467922","1","0","0","0","0","0","0"
"2688","0","0","0","1","1293","37","54","1","0","0","0.0","1","0","0","0","0","0","0"
"2770","0","0","0","1","1289","0","65","1","0","15","0.0","0","0","0","0","0","0","0"
"3220","0","0","0","0","5431","648","919","0","653","129","0.0","0","0","0","0","0","0","0"
"3370","0","0","2","3","1855","44","159","6","28","29","0.0","0","1","0","1","0","0","0"
"3390","0","0","1","2","4663","115","317","3","27","70","8.485281","0","0","0","0","0","0","0"
"3453","6","0","3","7","6850","346","897","13","64","94","16.248077","1","0","3","0","0","0","0"
"349","0","0","0","4","2549","161","235","5","59","41","0.0","0","0","0","0","0","1","0"
"403","0","0","0","1","1545","79","80","1","14","16","0.0","0","0","0","0","0","0","0"
"645","0","1","0","0","2554","84","169","0","24","33","0.0","1","0","0","0","0","0","0"
"694","2","0","1","6","8653","900","1108","10","15","138","24.289916","1","0","1","0","0","1","0"
"723","0","0","0","0","2769","133","382","0","11","64","11.0","1","0","0","0","0","0","0"
"1237","1","0","0","0","2736","211","313","0","75","32","0.0","0","0","0","0","0","0","0"
"1301","0","0","0","1","866","17","132","3","11","15","0.0","0","0","0","1","0","1","0"
"1570","0","0","0","1","3205","73","440","1","45","67","0.0","0","0","0","0","0","0","0"
"1939","1","0","0","0","195","1","4","0","3","3","1.0","1","0","0","0","0","0","0"
"197","0","0","0","2","2476","26","222","2","23","41","10.630146","1","0","0","0","0","0","0"
"1989","0","0","0","0","4251","96","277","0","42","75","6.480741","0","0","0","0","0","0","0"
"2011","1","0","2","1","4538","140","343","3","0","49","6.244998","1","0","0","0","0","0","0"
"2080","0","0","0","0","3286","20","197","0","11","88","0.0","0","0","0","0","0","0","0"
"2107","0","0","1","1","4039","203","407","2","95","69","11.7047","0","0","0","0","0","0","0"
"220","0","0","1","6","1850","0","281","7","7","34","0.0","0","0","0","0","0","0","0"
"2243","1","0","0","0","1483","0","60","0","0","10","0.0","0","0","0","0","0","0","0"
"2493","0","0","1","1","3430","57","207","2","16","39","0.0","0","0","0","0","0","0","0"
"2540","0","0","0","2","3638","0","368","2","0","65","0.0","0","0","0","0","0","0","0"
"2627","0","0","0","1","3301","44","275","1","0","53","0.0","0","0","0","0","0","0","0"
"2825","0","0","0","0","4698","0","438","0","0","95","0.0","1","0","0","0","0","0","0"
"3032","2","2","4","5","6084","678","941","9","95","80","22.472205","1","0","0","0","0","0","0"
"3035","3","0","2","3","4974","368","533","5","64","80","17.888544","1","0","0","0","0","0","0"
"3485","0","0","0","0","2702","158","427","0","101","29","0.0","0","0","0","0","0","0","0"
"3568","0","0","0","0","859","0","553","0","5","27","0.0","0","0","0","0","0","0","0"
"719","2","0","2","2","2960","171","602","5","85","44","9.591663","1","0","0","0","0","1","0"
"722","0","0","0","0","3668","267","358","0","77","70","3.316625","0","0","0","0","0","0","0"
"748","1","0","0","0","4815","435","572","0","56","70","11.661904","0","0","0","0","0","0","0"
"885","0","0","0","0","1594","124","262","0","10","19","0.0","0","0","0","0","0","0","0"
"1069","0","0","0","0","1817","0","156","0","12","47","0.0","0","0","0","0","0","0","0"
"1105","0","0","0","0","3336","35","412","0","4","59","0.0","0","0","0","0","0","0","0"
"1148","0","0","0","0","6069","108","227","0","32","86","8.42615","0","0","0","0","0","0","0"
"2422","0","0","0","0","2047","0","6","0","0","7","0.0","0","0","0","0","0","0","0"
"2579","0","0","0","3","704","0","323","3","14","22","0.0","0","0","0","0","0","0","0"
"2851","0","0","0","0","3110","162","241","0","119","46","7.483315","0","0","0","0","0","0","0"
"3008","0","0","0","0","452","0","44","0","0","7","0.0","0","0","0","0","0","0","0"
"3177","6","0","1","3","4308","448","628","4","112","65","21.0","1","0","0","0","0","0","0"
"436","2","0","3","5","5123","454","650","9","23","107","19.390719","1","0","0","1","0","0","0"
"709","0","1","1","0","2308","106","217","1","43","43","0.0","0","0","0","0","0","0","0"
"901","0","0","2","7","3802","375","753","10","29","51","0.0","1","0","0","0","0","1","0"
"962","0","0","0","0","1134","3","8","0","0","13","0.0","0","0","0","0","0","0","0"
"983","0","0","0","1","2704","60","336","2","10","43","0.0","0","0","0","0","0","1","0"
"1078","2","0","0","3","6012","285","713","3","82","124","14.387495","1","0","0","0","0","0","0"
"1107","2","0","0","3","4195","184","475","3","9","89","12.529964","1","0","0","0","0","0","0"
"1149","1","0","2","3","7491","500","629","7","199","113","13.820275","1","0","0","1","0","1","0"
"1184","1","0","4","4","5103","128","433","10","28","101","0.0","0","0","0","0","0","2","0"
"1437","2","1","1","6","10187","376","1001","11","62","195","14.899664","1","0","0","0","0","4","0"
"1992","0","0","2","5","7461","456","625","7","246","132","19.052559","1","0","0","0","0","0","0"
"2044","0","0","0","1","5276","30","402","1","8","109","0.0","0","0","0","0","0","0","0"
"2116","0","0","1","1","422","0","60","2","0","12","0.0","0","0","0","0","0","0","0"
"2467","2","0","0","0","11217","252","274","1","85","112","11.269428","1","0","0","1","0","0","0"
"2581","2","0","1","2","1383","0","127","3","57","22","0.0","1","0","0","0","0","0","0"
"2728","0","0","0","0","4509","0","2","0","0","0","0.0","0","0","0","0","0","0","0"
"3022","3","0","0","3","4048","356","480","3","151","87","15.84298","1","0","0","0","0","0","0"
"3081","1","11","1","6","3805","146","312","7","68","66","0.0","0","0","0","0","0","0","0"
"3164","0","1","0","0","2472","29","181","0","19","47","5.291503","0","0","0","0","0","0","0"
"3465","0","0","0","5","7227","183","512","15","107","99","12.60952","1","0","10","0","0","0","0"
"507","0","0","0","1","3097","0","600","1","44","63","0.0","0","0","0","0","0","0","0"
"545","0","0","0","0","3745","349","431","0","172","57","8.3666","1","0","0","0","0","0","0"
"606","0","0","0","0","0","5","13","0","0","0","0.0","0","0","0","0","0","0","0"
"891","6","0","1","4","9770","1458","1547","7","5","131","34.554305","1","0","0","1","0","0","0"
"1344","0","0","0","1","5242","121","652","1","51","83","1.0","0","0","0","0","0","0","0"
"167","0","0","0","0","1481","18","45","0","0","20","0.0","0","0","0","0","0","0","0"
"1961","0","0","2","2","4763","477","682","4","269","93","13.304135","1","0","0","0","0","0","0"
"2160","0","0","0","1","2817","64","344","1","3","55","0.0","0","0","0","0","0","0","0"
"2391","0","0","1","1","4846","0","287","2","1","85","0.0","0","0","0","0","0","0","0"
"3082","0","0","0","0","2699","30","59","0","13","51","0.0","0","0","0","0","0","0","0"
"3294","0","0","4","4","1558","0","0","8","0","15","0.0","0","1","0","0","0","0","0"
"3655","0","0","0","0","1485","37","96","0","14","20","0.0","0","0","0","0","0","0","0"
"412","0","0","1","2","4391","68","385","3","20","80","7.416198","1","0","0","0","0","0","0"
"729","0","0","0","3","3974","141","526","3","22","83","0.0","0","0","0","0","0","0","0"
"738","1","0","1","9","5973","342","599","11","28","75","15.033296","1","0","1","0","0","0","0"
"936","0","0","0","0","2500","72","243","0","11","42","1.414214","0","0","0","0","0","0","0"
"1027","0","0","2","2","1475","8","55","5","7","32","0.0","0","0","0","0","0","1","0"
"1247","0","0","1","4","6672","74","776","5","22","149","0.0","0","0","0","0","0","0","0"
"1527","2","0","2","6","7189","466","985","8","43","144","12.041595","1","0","0","0","1","0","0"
"1571","0","0","0","0","671","41","48","0","19","11","0.0","0","0","0","0","0","0","0"
"1762","1","1","2","5","9130","455","843","9","308","219","13.638182","1","0","2","0","0","0","0"
"1951","0","0","0","0","8855","2","650","0","0","315","0.0","0","0","0","0","0","0","0"
"1966","0","0","0","0","419","42","106","0","22","5","0.0","0","0","0","0","0","0","0"
"2468","0","0","1","3","11342","151","162","6","84","77","1.414214","0","0","0","1","0","1","0"
"2994","0","0","0","3","3750","156","481","4","17","72","10.723805","1","0","1","0","0","0","0"
"3056","3","0","1","1","4010","347","486","2","150","61","14.142136","0","0","0","0","0","0","0"
"3658","0","0","0","0","3923","0","311","0","0","57","0.0","0","0","0","0","0","0","0"
"93","1","0","0","0","1858","67","80","0","15","48","0.0","1","0","0","0","0","0","0"
"95","0","0","0","0","168","0","18","0","0","3","0.0","0","0","0","0","0","0","0"
"1312","0","0","0","0","3823","15","258","0","7","80","0.0","1","0","0","0","0","0","0"
"1432","0","0","1","1","2426","22","203","2","13","40","0.0","0","0","0","0","0","0","0"
"1451","0","0","0","2","8872","171","505","2","48","114","6.78233","0","0","0","0","0","0","0"
"1538","0","0","0","0","1872","38","88","0","0","13","0.0","0","0","0","0","0","0","0"
"1683","0","0","0","0","0","0","10","0","0","0","0.0","0","0","0","0","0","0","0"
"1716","0","0","1","1","2745","148","356","2","48","42","0.0","0","0","0","0","0","0","0"
"1839","0","0","0","0","131","0","23","0","0","3","0.0","1","0","0","0","0","0","0"
"1852","0","0","0","3","5647","11","278","3","0","95","0.0","0","0","0","0","0","0","0"
"2022","2","0","0","3","2903","142","194","3","74","59","9.949874","1","0","0","0","0","0","0"
"2066","0","0","1","1","1605","5","111","2","5","74","0.0","0","0","0","0","0","0","0"
"2257","0","0","1","4","1086","14","612","5","0","41","0.0","0","0","0","0","0","0","0"
"2315","0","0","0","0","1300","10","97","0","0","24","0.0","0","0","0","0","0","0","0"
"2428","0","0","0","0","6091","0","511","0","21","107","0.0","0","0","0","0","0","0","0"
"2686","0","0","1","1","2337","12","173","2","0","41","0.0","0","0","0","0","0","0","0"
"2820","0","0","0","0","754","0","11","0","0","15","0.0","0","0","0","0","0","0","0"
"3361","0","0","0","0","3389","555","638","0","394","50","0.0","1","0","0","0","0","0","0"
"3473","0","0","0","0","2788","58","132","0","17","49","0.0","0","0","0","0","0","0","0"
"819","0","0","0","2","2524","41","169","2","7","50","4.0","0","0","0","0","0","0","0"
"822","0","0","0","0","2093","64","300","0","30","44","0.0","0","0","0","0","0","0","0"
"927","0","0","1","0","1423","6","9","1","1","24","0.0","0","0","0","0","0","0","0"
"982","0","0","0","1","4833","153","562","1","65","125","0.0","0","0","0","0","0","0","0"
"103","1","0","0","0","3894","253","370","0","46","105","14.3527","0","0","0","0","0","0","0"
"1231","1","0","0","0","1408","0","2","0","0","18","0.0","0","0","0","0","0","0","0"
"1397","1","0","0","1","3416","113","295","1","55","55","0.0","1","0","0","0","0","0","0"
"1461","0","0","1","2","542","58","115","3","30","6","6.324555","0","0","0","0","0","0","0"
"1627","0","0","0","0","7894","55","675","0","40","197","0.0","1","0","0","0","0","0","0"
"1802","0","0","1","2","2338","37","109","4","1","36","0.0","0","0","0","0","0","1","0"
"1817","0","0","0","0","2599","80","210","0","9","62","8.124038","0","0","0","0","0","0","0"
"2152","0","0","0","0","4563","92","457","0","62","72","0.0","0","0","0","0","0","0","0"
"2328","0","0","0","0","3447","0","11","0","0","12","0.0","0","0","0","0","0","0","0"
"2435","0","0","0","0","1498","0","18","0","0","7","0.0","1","0","0","0","0","0","0"
"2507","1","0","0","1","4030","106","359","1","48","61","0.0","0","0","0","0","0","0","0"
"2629","0","0","0","0","762","21","135","0","2","23","0.0","0","0","0","0","0","0","0"
"3053","0","0","1","3","6623","866","1085","6","475","101","29.376862","1","0","1","1","0","0","0"
"3079","0","0","0","2","1919","236","466","2","119","29","0.0","1","0","0","0","0","0","0"
"3240","0","0","5","6","6695","320","469","12","230","101","0.0","1","0","1","0","0","0","0"
"3495","4","1","0","1","3508","276","604","1","146","71","11.958261","1","0","0","0","0","0","0"
"369","8","0","1","9","5804","652","731","13","33","67","22.956481","1","0","1","1","1","1","0"
"38","0","3","0","1","2358","59","99","1","24","36","0.0","0","0","0","0","0","0","0"
"40","0","0","2","3","2351","0","87","6","8","24","0.0","0","0","0","0","0","1","0"
"941","0","0","0","1","2001","112","225","1","25","41","0.0","0","0","0","0","0","0","0"
"1059","0","0","1","0","1305","12","15","1","0","14","0.0","0","0","0","0","0","0","0"
"1297","0","0","0","0","3323","0","20","0","0","13","0.0","0","0","0","0","0","0","0"
"1667","3","0","4","5","6322","436","657","10","140","100","12.124356","1","0","0","0","0","1","0"
"1682","0","0","1","0","3317","17","117","3","0","61","0.0","0","0","0","0","1","2","0"
"2008","0","0","0","1","5218","0","263","1","0","117","0.0","0","0","0","0","0","0","0"
"2484","0","0","0","4","4243","300","450","6","115","83","0.0","0","0","0","0","0","2","0"
"2584","0","0","1","1","5023","36","160","2","0","60","0.0","0","0","0","0","0","0","0"
"2636","0","0","0","0","1601","0","90","0","0","27","0.0","0","0","0","0","0","0","0"
"2658","2","0","0","2","1514","36","346","2","16","32","1.0","0","0","0","0","0","0","0"
"3152","6","0","3","2","6096","338","521","7","89","121","14.071247","1","0","2","0","0","0","0"
"3335","2","0","3","3","3628","96","118","6","22","57","2.44949","0","0","0","0","0","0","0"
"376","1","0","0","0","6163","348","581","0","2","91","18.466185","0","0","0","0","0","0","0"
"506","0","0","0","1","3263","113","618","1","52","84","0.0","0","0","0","0","0","0","0"
"582","1","0","1","1","7592","202","269","2","63","57","0.0","0","0","0","0","0","0","0"
"585","0","0","0","0","2158","14","127","0","5","30","0.0","0","0","0","0","0","0","0"
"913","2","0","0","3","6075","201","338","3","64","100","4.795832","1","0","0","0","0","0","0"
"977","0","0","1","2","4685","101","422","3","38","104","0.0","0","0","0","0","0","0","0"
"1315","1","0","0","2","5555","213","733","2","92","139","8.774964","0","0","0","0","0","0","0"
"1348","0","0","0","0","2381","117","424","0","42","47","0.0","0","0","0","0","0","0","0"
"1441","1","0","0","10","6487","243","390","13","10","91","8.544004","1","0","1","1","0","1","0"
"1443","0","1","0","0","7936","178","373","0","11","120","1.732051","1","0","0","0","0","0","0"
"1506","0","0","1","1","6978","143","442","2","21","91","2.645751","1","0","0","0","0","0","0"
"2233","3","0","2","6","3621","601","819","11","342","63","22.93469","1","0","1","1","0","1","0"
"2246","0","0","0","0","1439","27","81","0","0","35","0.0","0","0","0","0","0","0","0"
"2344","0","0","0","0","3331","98","187","0","32","40","0.0","0","0","0","0","0","0","0"
"2369","0","0","0","0","3772","76","255","0","0","50","3.605551","0","0","0","0","0","0","0"
"2410","4","0","13","20","6210","350","837","35","113","104","16.822604","1","0","0","0","0","2","0"
"2497","2","1","3","5","5878","0","260","8","89","92","0.0","1","0","0","0","0","0","0"
"25","3","0","3","7","5431","0","334","10","113","27","0.0","1","0","0","0","0","0","0"
"2867","0","0","0","0","3696","114","281","0","56","61","1.0","0","0","0","0","0","0","0"
"3185","0","0","0","0","3150","31","392","0","17","61","5.385165","0","0","0","0","0","0","0"
"3262","1","0","2","2","4823","392","558","5","296","71","19.519221","1","0","0","0","0","1","0"
"3273","5","0","2","9","4680","227","465","12","19","104","14.56022","1","1","0","0","0","1","0"
"3438","0","0","0","0","7799","75","512","0","22","138","0.0","0","0","0","0","0","0","0"
"3456","2","0","3","7","6409","443","813","22","204","143","18.05547","1","0","12","0","0","0","0"
"3498","2","0","0","1","1597","43","369","3","42","42","6.244998","0","0","0","1","0","1","0"
"3538","0","0","3","4","2981","51","64","7","0","43","0.0","0","0","0","0","0","0","0"
"373","2","0","1","6","7949","743","975","8","27","123","26.495283","1","0","1","0","0","0","0"
"688","0","0","0","7","6453","445","609","7","52","92","16.309506","0","0","0","0","0","0","0"
"744","0","0","3","3","4818","518","660","8","32","73","10.34408","1","0","1","0","0","1","0"
"914","2","0","3","8","6075","201","338","12","64","100","4.795832","1","0","0","0","0","0","0"
"1201","0","0","1","1","5405","90","688","2","46","105","0.0","0","0","0","0","0","0","0"
"1465","0","0","3","1","518","12","69","8","1","12","2.828427","1","0","0","2","0","2","0"
"1693","5","0","4","4","9355","830","952","10","376","141","21.794495","1","0","2","0","0","0","0"
"189","1","0","0","3","2958","186","385","3","15","61","7.416198","1","0","0","0","0","0","0"
"2122","0","0","1","4","2197","151","241","5","109","33","5.567764","1","0","0","0","0","0","0"
"2600","0","0","0","1","1645","43","101","1","31","56","0.0","0","0","0","0","0","0","0"
"270","2","0","2","2","1935","135","199","4","11","33","11.958261","0","0","0","0","0","0","0"
"271","6","0","3","4","4405","295","400","7","62","87","12.206556","1","0","0","0","0","0","0"
"3094","0","0","0","0","7321","0","840","0","0","142","0.0","0","0","0","0","0","0","0"
"3497","1","0","3","4","2803","447","633","7","360","50","12.083046","1","0","0","0","0","0","0"
"3508","1","0","0","3","1625","0","51","3","0","36","0.0","0","0","0","0","0","0","0"
"1028","0","0","0","0","706","52","100","0","14","9","0.0","0","0","0","0","0","0","0"
"1138","0","0","0","0","4856","71","386","0","21","90","2.0","0","0","0","0","0","0","0"
"1355","0","0","0","1","5661","14","398","1","0","88","0.0","0","0","0","0","0","0","0"
"1449","0","0","2","4","8872","171","505","8","48","114","6.78233","1","0","0","0","0","1","0"
"1621","0","0","0","0","2093","43","132","0","23","53","1.414214","1","0","0","0","0","0","0"
"1725","0","0","0","0","4905","324","541","0","186","62","0.0","0","0","0","0","0","0","0"
"1828","0","0","0","0","2827","31","110","3","28","45","0.0","0","0","0","3","0","0","0"
"1900","0","0","0","0","2752","0","158","0","4","46","0.0","0","0","0","0","0","0","0"
"2245","0","0","2","1","859","18","35","3","0","12","0.0","0","0","0","0","0","0","0"
"233","0","0","0","4","2074","115","170","4","15","28","0.0","1","0","0","0","0","0","0"
"2416","0","0","3","5","1946","137","237","8","66","57","0.0","0","0","0","0","0","0","0"
"2482","2","1","0","1","3937","277","673","1","51","93","0.0","0","0","0","0","0","0","0"
"292","3","0","4","7","6600","581","790","13","50","115","23.727621","1","0","1","1","0","0","0"
"297","2","0","0","2","5801","114","217","2","7","87","9.219544","1","0","0","0","0","0","0"
"3018","4","2","6","10","5718","698","888","19","130","64","26.495283","1","0","0","0","0","1","0"
"3083","0","0","2","2","4335","89","268","4","34","102","0.0","0","0","0","0","0","0","0"
"3103","0","0","1","3","2270","174","349","4","44","35","8.774964","1","0","0","0","0","0","0"
"3141","1","0","0","0","3228","196","311","0","33","49","0.0","1","0","0","0","0","0","0"
"3144","1","1","2","2","4539","156","406","4","32","92","10.86278","0","0","0","0","0","0","0"
"3476","0","0","0","0","1028","0","5","0","3","9","0.0","0","0","0","0","0","0","0"
"3480","0","0","0","0","6266","0","343","0","0","135","0.0","0","0","0","0","0","0","0"
"827","2","0","0","1","4063","101","406","1","30","114","5.09902","1","0","0","0","0","0","0"
"879","1","0","2","2","6523","276","651","4","111","120","14.3527","1","0","0","0","0","0","0"
"971","2","0","0","1","5158","221","411","1","70","58","13.416408","0","0","0","0","0","0","0"
"993","0","1","0","0","1067","32","80","0","6","25","4.123106","0","0","0","0","0","0","0"
"1170","4","0","1","1","8354","383","429","6","96","101","15.874508","1","0","0","2","0","2","0"
"135","2","0","1","2","7094","790","854","3","135","87","1.732051","1","0","0","0","0","0","0"
"1426","0","0","0","0","5093","166","433","0","12","71","11.135529","0","0","0","0","0","0","0"
"156","0","0","0","0","503","0","17","0","0","7","0.0","0","0","0","0","0","0","0"
"1739","0","0","0","4","1233","55","81","7","0","18","0.0","0","0","0","1","0","2","0"
"190","1","0","0","1","2958","186","385","1","15","61","7.416198","0","0","0","0","0","0","0"
"1955","0","0","1","2","4947","0","238","3","0","106","0.0","0","0","0","0","0","0","0"
"2143","0","0","0","0","975","0","3","0","0","5","0.0","0","0","0","0","0","0","0"
"2362","0","0","1","4","4954","29","157","5","0","54","0.0","0","0","0","0","0","0","0"
"2370","0","0","3","6","10629","481","753","9","141","228","13.416408","1","0","0","0","0","0","0"
"2593","0","0","0","0","1562","0","128","0","0","37","0.0","0","0","0","0","0","0","0"
"2665","0","0","2","0","2307","60","187","2","0","48","0.0","0","0","0","0","0","0","0"
"2672","0","0","0","0","2107","0","56","0","0","39","0.0","0","0","0","0","0","0","0"
"288","2","0","0","4","5637","422","456","4","13","111","19.467922","1","0","0","0","0","0","0"
"3004","0","0","0","0","5149","141","741","0","28","106","0.0","1","0","0","0","0","0","0"
"303","0","0","0","2","3378","131","174","2","9","53","2.0","1","0","0","0","0","0","0"
"3109","4","3","2","8","3444","530","612","11","140","57","20.174241","1","0","0","0","0","1","0"
"3322","0","0","4","13","2086","276","355","17","84","42","1.0","1","0","0","0","0","0","0"
"338","0","0","1","1","3084","50","247","2","35","40","1.0","1","0","0","0","0","0","0"
"3410","0","0","0","0","6179","238","701","0","61","123","0.0","1","0","0","0","0","0","0"
"44","0","0","0","0","4559","0","187","0","10","72","0.0","0","0","0","0","0","0","0"
"779","4","0","1","10","7419","785","1234","11","24","101","25.922963","1","0","0","0","0","0","0"
"957","0","0","1","2","7713","132","429","3","29","125","0.0","0","0","0","0","0","0","0"
"1068","0","0","0","0","902","9","17","0","0","8","0.0","0","0","0","0","0","0","0"
"1140","1","0","0","1","1068","44","49","1","13","10","5.567764","0","0","0","0","0","0","0"
"144","0","1","0","1","6219","140","398","3","38","114","11.874342","1","0","1","0","0","1","0"
"1606","0","0","0","0","506","16","41","0","0","5","0.0","0","0","0","0","0","0","0"
"1714","2","0","0","0","5498","30","272","1","10","100","4.0","1","0","0","0","0","1","0"
"176","0","0","0","0","813","21","22","0","1","12","0.0","0","0","0","0","0","0","0"
"1917","0","0","1","3","5276","136","527","4","78","108","0.0","0","0","0","0","0","0","0"
"2084","0","0","0","2","340","0","0","2","0","2","0.0","0","0","0","0","0","0","0"
"2202","8","0","3","8","5370","382","699","12","236","90","18.275667","1","0","1","0","0","0","0"
"2679","0","0","2","2","2154","46","87","4","0","19","0.0","0","0","0","0","0","0","0"
"2748","0","0","2","3","4379","343","613","5","135","40","0.0","0","0","0","0","0","0","0"
"2910","1","0","1","5","2649","345","451","6","94","31","13.56466","1","0","0","0","0","0","0"
"3122","1","0","0","4","6829","299","471","5","46","112","17.262677","0","0","1","0","0","0","0"
"3375","0","1","0","0","7048","75","418","0","33","182","0.0","0","0","0","0","0","0","0"
"3431","1","0","1","2","3388","102","462","3","32","73","8.774964","0","0","0","0","0","0","0"
"531","0","0","1","1","2711","113","378","2","0","43","0.0","0","0","0","0","0","0","0"
"754","0","0","0","5","4686","185","467","5","0","122","0.0","1","0","0","0","0","0","0"
"830","2","0","1","7","4846","8","479","8","102","100","5.744563","1","0","0","0","0","0","0"
"858","3","0","1","1","3173","160","391","2","41","30","7.348469","0","0","0","0","0","0","0"
"963","0","0","0","1","866","51","94","1","0","10","0.0","0","0","0","0","0","0","0"
"985","2","0","0","0","4241","111","336","1","34","75","8.717798","0","0","0","0","0","1","0"
"1084","0","0","1","2","8014","253","673","3","72","129","0.0","1","0","0","0","0","0","0"
"1206","1","0","1","1","6047","221","545","2","82","130","0.0","0","0","0","0","0","0","0"
"1513","5","4","1","6","9636","607","1146","11","45","153","18.654758","1","1","1","0","0","2","0"
"1700","0","0","3","4","5754","263","525","7","144","152","3.872983","0","0","0","0","0","0","0"
"1713","0","0","0","2","6381","216","1169","2","81","180","14.59452","1","0","0","0","0","0","0"
"1830","0","0","0","0","4419","10","260","0","4","75","0.0","0","0","0","0","0","0","0"
"1842","0","11","0","1","2778","0","133","1","0","68","0.0","1","0","0","0","0","0","0"
"1889","0","0","0","1","8717","149","551","1","63","131","4.690416","1","0","0","0","0","0","0"
"2395","0","0","2","4","4623","205","321","6","126","51","0.0","0","0","0","0","0","0","0"
"2716","0","0","0","0","2070","32","191","0","0","48","0.0","0","0","0","0","0","0","0"
"2726","0","0","0","1","1046","12","109","1","0","17","0.0","0","0","0","0","0","0","0"
"3097","2","1","5","7","5341","158","264","15","76","46","4.123106","1","0","1","0","0","1","0"
"3236","0","0","0","0","0","0","4","0","0","0","0.0","0","0","0","0","0","0","0"
"3304","0","0","1","7","2250","0","81","8","33","39","0.0","0","0","0","0","0","0","0"
"1116","1","0","0","0","620","0","26","0","0","10","0.0","0","0","0","0","0","0","0"
"115","1","0","3","3","4579","172","250","11","20","84","10.677078","0","0","2","1","0","2","0"
"1245","0","0","0","0","6802","6","572","0","0","117","1.0","0","0","0","0","0","0","0"
"1326","1","0","0","0","6811","656","967","0","120","100","20.322401","1","0","0","0","0","0","0"
"1442","1","0","0","10","6487","243","390","13","10","91","8.544004","1","0","1","1","0","1","0"
"1499","0","0","0","1","4317","227","439","2","83","58","0.0","0","0","0","0","0","1","0"
"1567","0","1","0","1","3090","369","477","1","115","37","0.0","0","0","0","0","0","0","0"
"2215","0","0","0","1","4247","134","458","1","102","83","0.0","0","0","0","0","0","0","0"
"241","0","0","0","0","2842","120","185","0","38","54","0.0","0","0","0","0","0","0","0"
"2513","0","0","0","3","6717","357","474","3","110","77","0.0","1","0","0","0","0","0","0"
"2806","0","0","1","2","2171","0","198","3","75","37","0.0","0","0","0","0","0","0","0"
"3204","1","0","2","3","4018","345","648","6","136","70","16.370706","1","0","0","1","0","0","0"
"3471","0","0","0","0","1986","0","122","0","0","50","0.0","0","0","0","0","0","0","0"
"3628","0","0","0","0","4875","0","0","1","0","0","0.0","0","0","0","0","0","1","0"
"728","2","0","3","8","4328","442","588","15","198","69","0.0","0","0","0","0","0","1","0"
"82","0","0","1","1","3590","188","309","2","38","102","0.0","1","0","0","0","0","0","0"
"1033","0","0","1","2","2204","78","406","3","32","36","0.0","0","0","0","0","0","0","0"
"1063","0","0","0","0","1251","27","42","0","26","25","1.0","0","0","0","0","0","0","0"
"1120","1","0","0","0","1022","13","48","0","8","15","1.414214","0","0","0","0","0","0","0"
"1199","0","0","0","1","5042","194","583","1","74","117","0.0","0","0","0","0","0","0","0"
"1393","0","0","2","2","4763","494","711","4","289","78","0.0","0","0","0","0","0","0","0"
"1400","1","0","0","0","2869","0","178","0","0","63","0.0","0","0","0","0","0","0","0"
"1523","2","0","1","1","7984","397","784","3","32","140","8.831761","1","0","1","0","0","0","0"
"1815","0","0","0","0","3834","21","51","0","10","43","4.582576","0","0","0","0","0","0","0"
"193","0","0","0","0","382","12","16","0","4","3","2.44949","0","0","0","0","0","0","0"
"2223","0","0","0","0","1272","0","214","0","0","21","0.0","0","0","0","0","0","0","0"
"2506","0","0","0","0","3456","217","397","0","45","63","0.0","0","0","0","0","0","0","0"
"2619","0","0","0","0","2605","19","395","0","4","62","0.0","0","0","0","0","0","0","0"
"2674","0","0","0","0","698","6","45","0","0","7","0.0","0","0","0","0","0","0","0"
"2692","0","1","3","3","6080","443","575","6","103","80","0.0","0","0","0","0","0","0","0"
"2713","0","0","1","1","1668","87","109","2","0","9","0.0","0","0","0","0","0","0","0"
"2824","0","0","1","1","5950","130","566","2","44","159","0.0","1","0","0","0","0","0","0"
"283","0","0","0","0","2078","0","185","0","8","39","0.0","1","0","0","0","0","0","0"
"2955","2","0","5","7","5341","889","1015","23","202","73","27.748874","1","0","4","2","0","5","0"
"2992","2","0","0","0","3906","341","448","0","54","47","2.236068","0","0","0","0","0","0","0"
"3147","1","0","0","0","1379","68","83","0","14","8","7.211103","1","0","0","0","0","0","0"
"3238","0","0","3","3","2262","2","76","9","9","33","0.0","0","0","1","0","0","2","0"
"3520","0","0","0","0","768","140","467","0","94","10","0.0","0","0","0","0","0","0","0"
"638","4","0","5","12","3053","165","417","18","78","76","7.348469","1","0","0","0","0","1","0"
"725","1","0","0","0","2970","203","465","0","6","45","11.661904","0","0","0","0","0","0","0"
